Hugo_Symbol,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,Splice_Site,Translation_Start_Site,total,MutatedSamples,AlteredSamples,log_difference
ANKRD66,0,0,0,0,16,0,0,0,0,16,14,14,3.09491451554538
APOA2,0,0,0,0,12,1,1,0,2,16,14,14,3.09491451554538
GNG13,1,0,1,0,14,0,0,0,0,16,14,14,3.09491451554538
INSL3,0,0,0,0,16,0,0,0,0,16,14,14,3.09491451554538
TMEM212,0,0,0,0,12,3,0,1,0,16,14,14,3.09491451554538
AC136604.1,0,0,0,0,20,1,0,0,0,21,21,21,3.09104245335832
AGAP8,0,0,0,0,20,1,0,0,0,21,21,21,3.09104245335832
ANAPC11,0,0,0,0,19,1,0,1,0,21,21,21,3.09104245335832
ANXA2R,0,1,0,0,19,1,0,0,0,21,21,21,3.09104245335832
ASIP,1,0,0,0,19,1,0,0,0,21,21,21,3.09104245335832
ATP5G3,0,0,0,0,16,3,0,2,0,21,21,21,3.09104245335832
BAD,2,0,0,0,17,2,0,0,0,21,21,21,3.09104245335832
C17orf82,0,0,0,0,19,2,0,0,0,21,21,21,3.09104245335832
C1QL4,0,0,0,0,21,0,0,0,0,21,21,21,3.09104245335832
C1orf189,0,0,0,0,15,4,0,0,2,21,21,21,3.09104245335832
C21orf128,1,0,0,0,17,3,0,0,0,21,21,21,3.09104245335832
C3orf52,1,1,0,0,17,1,0,1,0,21,21,21,3.09104245335832
C5orf47,1,0,0,0,15,3,0,2,0,21,21,21,3.09104245335832
CALM3,0,0,0,0,19,2,0,0,0,21,21,21,3.09104245335832
CARHSP1,2,0,0,0,17,1,0,0,1,21,21,21,3.09104245335832
CCL22,0,0,0,0,20,1,0,0,0,21,21,21,3.09104245335832
CCL8,2,0,0,0,17,1,0,1,0,21,21,21,3.09104245335832
CEBPG,1,1,0,0,16,3,0,0,0,21,21,21,3.09104245335832
CGB2,1,0,0,0,19,1,0,0,0,21,21,21,3.09104245335832
CLPSL1,0,0,0,0,20,0,0,1,0,21,21,21,3.09104245335832
CRIPT,1,1,0,0,17,1,0,1,0,21,21,21,3.09104245335832
CSDC2,2,0,0,0,19,0,0,0,0,21,21,21,3.09104245335832
CSTA,1,1,0,0,18,1,0,0,0,21,21,21,3.09104245335832
CT45A1,0,0,0,0,20,1,0,0,0,21,21,21,3.09104245335832
CTC-432M15.3,0,0,0,0,18,2,0,1,0,21,21,21,3.09104245335832
CXCL6,0,0,0,0,19,0,0,2,0,21,21,21,3.09104245335832
CYB5D1,0,0,0,0,19,2,0,0,0,21,21,21,3.09104245335832
DEFB136,0,0,0,0,19,0,0,1,1,21,21,21,3.09104245335832
DND1,1,0,0,0,18,2,0,0,0,21,21,21,3.09104245335832
EIF1AD,0,0,0,0,18,2,0,1,0,21,21,21,3.09104245335832
EVA1B,0,0,0,0,20,0,0,0,1,21,21,21,3.09104245335832
GNGT2,1,1,1,0,17,1,0,0,0,21,21,21,3.09104245335832
HIST1H4A,2,1,1,0,17,0,0,0,0,21,21,21,3.09104245335832
IGHV3OR15-7,2,0,0,0,17,1,0,0,1,21,21,21,3.09104245335832
IQCJ,0,0,0,0,21,0,0,0,0,21,21,21,3.09104245335832
KIAA1143,1,0,0,0,18,2,0,0,0,21,21,21,3.09104245335832
MSANTD1,0,0,0,0,20,1,0,0,0,21,21,21,3.09104245335832
NDUFA4,0,1,0,0,16,1,0,3,0,21,21,21,3.09104245335832
NDUFAF4,1,0,0,0,17,2,0,0,1,21,21,21,3.09104245335832
NGB,0,0,0,0,19,2,0,0,0,21,21,21,3.09104245335832
NT5C,0,0,0,0,21,0,0,0,0,21,21,21,3.09104245335832
NUDT2,0,0,0,0,19,2,0,0,0,21,21,21,3.09104245335832
PFDN2,0,0,0,0,19,1,0,1,0,21,21,21,3.09104245335832
POLR2D,0,1,0,0,16,3,0,1,0,21,21,21,3.09104245335832
PPP1R14C,0,0,0,0,17,3,1,0,0,21,21,21,3.09104245335832
PPP1R35,0,0,0,0,20,1,0,0,0,21,21,21,3.09104245335832
RAMP1,0,0,0,0,19,1,1,0,0,21,21,21,3.09104245335832
RPL26,0,0,0,0,20,1,0,0,0,21,21,21,3.09104245335832
RPL34,4,0,0,0,15,0,0,2,0,21,21,21,3.09104245335832
SCAMP4,1,0,0,0,17,2,0,1,0,21,21,21,3.09104245335832
SCGB1D2,1,0,0,0,20,0,0,0,0,21,21,21,3.09104245335832
SLC22A18AS,1,2,0,0,16,2,0,0,0,21,21,21,3.09104245335832
SPRYD4,0,0,0,0,18,2,0,1,0,21,21,21,3.09104245335832
SYCN,0,0,0,0,19,1,1,0,0,21,21,21,3.09104245335832
TIFA,0,1,0,0,19,1,0,0,0,21,21,21,3.09104245335832
TMEM179,0,0,0,0,21,0,0,0,0,21,21,21,3.09104245335832
TNP1,0,0,0,0,21,0,0,0,0,21,21,21,3.09104245335832
TRAV35,0,0,0,0,21,0,0,0,0,21,21,21,3.09104245335832
WFDC1,0,0,1,0,16,4,0,0,0,21,21,21,3.09104245335832
YDJC,0,0,0,0,19,2,0,0,0,21,21,21,3.09104245335832
ZNRF1,1,0,0,0,20,0,0,0,0,21,21,21,3.09104245335832
C6orf141,0,0,0,0,16,2,0,0,0,18,17,17,3.0603936260077
CTRB2,1,0,0,0,16,1,0,0,0,18,17,17,3.0603936260077
DNLZ,1,0,0,0,16,1,0,0,0,18,17,17,3.0603936260077
FAM136A,0,0,0,0,15,1,0,2,0,18,17,17,3.0603936260077
GABARAP,0,0,1,0,15,0,0,0,2,18,17,17,3.0603936260077
GNGT1,1,0,0,0,13,3,1,0,0,18,17,17,3.0603936260077
HLA-DRB1,0,0,0,0,15,2,0,1,0,18,17,17,3.0603936260077
HMGA2,2,0,0,0,14,2,0,0,0,18,17,17,3.0603936260077
IGLV10-54,2,0,0,0,16,0,0,0,0,18,17,17,3.0603936260077
KIAA1671,2,0,0,0,16,0,0,0,0,18,17,17,3.0603936260077
LBH,1,0,0,0,15,1,0,1,0,18,17,17,3.0603936260077
LY6G5C,1,1,0,0,13,2,1,0,0,18,17,17,3.0603936260077
MOB1A,1,0,0,0,17,0,0,0,0,18,17,17,3.0603936260077
PEA15,2,0,0,0,13,3,0,0,0,18,17,17,3.0603936260077
RPA3,0,0,0,0,13,3,0,1,1,18,17,17,3.0603936260077
SCGB2A1,0,0,0,0,15,3,0,0,0,18,17,17,3.0603936260077
SNAPIN,3,2,1,0,12,0,0,0,0,18,17,17,3.0603936260077
SPATA3,0,0,0,0,15,3,0,0,0,18,17,17,3.0603936260077
SUPT4H1,2,0,0,0,15,1,0,0,0,18,17,17,3.0603936260077
TCEAL7,0,0,0,0,15,3,0,0,0,18,17,17,3.0603936260077
TCTA,0,0,1,0,14,2,0,1,0,18,17,17,3.0603936260077
UBE2B,1,0,0,0,13,3,0,1,0,18,17,17,3.0603936260077
FLJ45079,4,0,0,0,11,0,0,0,0,15,13,13,3.04506614955607
IFT27,0,0,0,0,14,1,0,0,0,15,13,13,3.04506614955607
MROH2A,1,0,0,0,14,0,0,0,0,15,13,13,3.04506614955607
PPP1R37,1,0,0,0,14,0,0,0,0,15,13,13,3.04506614955607
SHISA7,0,0,0,0,15,0,0,0,0,15,13,13,3.04506614955607
ACTL10,0,1,0,0,18,0,1,0,0,20,20,20,3.04452243772342
AHSA2,0,2,0,0,16,0,0,2,0,20,20,20,3.04452243772342
ANG,0,0,0,0,20,0,0,0,0,20,20,20,3.04452243772342
APOM,0,1,0,0,16,1,1,1,0,20,20,20,3.04452243772342
ARL3,0,0,0,0,17,2,0,1,0,20,20,20,3.04452243772342
ARMS2,1,0,0,1,17,1,0,0,0,20,20,20,3.04452243772342
ATG12,2,1,0,0,14,2,0,1,0,20,20,20,3.04452243772342
ATP6V1G1,0,0,0,0,17,3,0,0,0,20,20,20,3.04452243772342
BANF2,0,0,0,0,20,0,0,0,0,20,20,20,3.04452243772342
BLVRB,0,0,0,0,16,2,1,1,0,20,20,20,3.04452243772342
C10orf25,4,1,0,0,13,2,0,0,0,20,20,20,3.04452243772342
C17orf99,1,0,0,0,19,0,0,0,0,20,20,20,3.04452243772342
C5orf46,0,0,0,0,18,1,0,1,0,20,20,20,3.04452243772342
CCL13,0,1,0,0,19,0,0,0,0,20,20,20,3.04452243772342
CCL21,1,0,0,0,16,3,0,0,0,20,20,20,3.04452243772342
CDPF1,2,1,0,0,16,0,0,1,0,20,20,20,3.04452243772342
CENPBD1,2,0,0,0,18,0,0,0,0,20,20,20,3.04452243772342
CHMP3,0,0,0,0,15,3,0,1,1,20,20,20,3.04452243772342
CMTM6,2,1,0,0,14,2,0,1,0,20,20,20,3.04452243772342
CORT,4,1,3,0,12,0,0,0,0,20,20,20,3.04452243772342
CRCT1,1,0,1,0,18,0,0,0,0,20,20,20,3.04452243772342
CRIP2,0,0,0,0,18,2,0,0,0,20,20,20,3.04452243772342
DAPL1,2,1,0,0,12,3,0,2,0,20,20,20,3.04452243772342
DCTPP1,1,0,0,0,19,0,0,0,0,20,20,20,3.04452243772342
DCXR,0,0,0,0,18,2,0,0,0,20,20,20,3.04452243772342
DNAJC30,0,0,0,0,18,1,0,0,1,20,20,20,3.04452243772342
EMC4,2,0,0,0,16,1,0,0,1,20,20,20,3.04452243772342
ENY2,0,0,0,0,18,0,0,2,0,20,20,20,3.04452243772342
FAHD1,1,1,0,0,16,1,0,0,1,20,20,20,3.04452243772342
FGF22,5,1,0,0,14,0,0,0,0,20,20,20,3.04452243772342
GLRX,1,0,0,0,14,3,0,2,0,20,20,20,3.04452243772342
GSTT1,2,0,0,0,17,1,0,0,0,20,20,20,3.04452243772342
HBEGF,2,0,0,0,18,0,0,0,0,20,20,20,3.04452243772342
HMGN1,3,0,0,0,14,2,1,0,0,20,20,20,3.04452243772342
IGLV11-55,0,0,0,0,19,1,0,0,0,20,20,20,3.04452243772342
IGLV9-49,0,0,0,0,18,2,0,0,0,20,20,20,3.04452243772342
KRTAP20-1,0,0,0,0,17,2,0,0,1,20,20,20,3.04452243772342
KRTAP25-1,7,0,0,0,13,0,0,0,0,20,20,20,3.04452243772342
KRTAP3-3,0,0,0,0,17,3,0,0,0,20,20,20,3.04452243772342
LAMTOR1,0,0,0,0,18,2,0,0,0,20,20,20,3.04452243772342
MANF,2,0,1,0,15,1,0,1,0,20,20,20,3.04452243772342
MARCKS,4,1,0,0,14,1,0,0,0,20,20,20,3.04452243772342
MCFD2,1,0,0,0,19,0,0,0,0,20,20,20,3.04452243772342
MED9,0,0,0,0,19,1,0,0,0,20,20,20,3.04452243772342
MPC2,1,1,0,0,15,1,0,2,0,20,20,20,3.04452243772342
MPV17L2,0,1,0,0,17,2,0,0,0,20,20,20,3.04452243772342
NDUFA7,0,0,1,0,18,0,0,1,0,20,20,20,3.04452243772342
NENF,0,1,0,0,18,0,0,1,0,20,20,20,3.04452243772342
NHP2L1,0,0,0,0,18,1,0,1,0,20,20,20,3.04452243772342
NME1,0,0,0,0,16,2,1,1,0,20,20,20,3.04452243772342
NXNL2,0,0,0,0,15,5,0,0,0,20,20,20,3.04452243772342
PAIP2B,0,0,0,0,19,1,0,0,0,20,20,20,3.04452243772342
PCP4,0,0,0,0,18,1,1,0,0,20,20,20,3.04452243772342
PFDN5,0,0,0,0,20,0,0,0,0,20,20,20,3.04452243772342
PRDX5,0,0,0,0,19,1,0,0,0,20,20,20,3.04452243772342
PTGES3,0,0,0,0,15,2,1,2,0,20,20,20,3.04452243772342
PUSL1,1,0,1,0,18,0,0,0,0,20,20,20,3.04452243772342
PYCR2,1,0,0,0,17,2,0,0,0,20,20,20,3.04452243772342
RAP2A,0,0,0,0,19,1,0,0,0,20,20,20,3.04452243772342
RFK,0,0,0,0,20,0,0,0,0,20,20,20,3.04452243772342
RP11-371E8.4,0,0,0,0,16,1,0,3,0,20,20,20,3.04452243772342
RPL36A-HNRNPH2,0,0,0,0,17,1,1,1,0,20,20,20,3.04452243772342
RPS11,0,1,1,0,17,1,0,0,0,20,20,20,3.04452243772342
SAT2,0,0,0,0,16,3,0,1,0,20,20,20,3.04452243772342
SCOC,2,0,1,0,16,0,0,1,0,20,20,20,3.04452243772342
SH3BGRL2,5,1,0,0,14,0,0,0,0,20,20,20,3.04452243772342
SOX12,0,0,1,0,18,1,0,0,0,20,20,20,3.04452243772342
TMED9,0,0,0,0,18,2,0,0,0,20,20,20,3.04452243772342
TMEM107,0,0,0,0,14,3,1,2,0,20,20,20,3.04452243772342
TMEM9B,1,0,0,0,16,2,0,1,0,20,20,20,3.04452243772342
UBE2C,0,0,0,0,18,0,0,2,0,20,20,20,3.04452243772342
UBE2D4,1,0,0,0,18,0,0,1,0,20,20,20,3.04452243772342
WFDC10A,3,0,0,0,17,0,0,0,0,20,20,20,3.04452243772342
WFDC10B,0,0,0,0,18,2,0,0,0,20,20,20,3.04452243772342
WFDC6,1,0,0,0,18,1,0,0,0,20,20,20,3.04452243772342
YBEY,0,0,0,0,20,0,0,0,0,20,20,20,3.04452243772342
YRDC,0,0,0,0,20,0,0,0,0,20,20,20,3.04452243772342
ZBTB42,1,0,0,0,17,2,0,0,0,20,20,20,3.04452243772342
AC002472.13,0,0,0,0,16,1,0,0,0,17,16,16,3.01028917805973
AC074091.13,1,2,0,0,13,1,0,0,0,17,16,16,3.01028917805973
ATP6V1F,0,0,0,0,15,1,0,1,0,17,16,16,3.01028917805973
C17orf67,0,0,0,0,16,0,0,1,0,17,16,16,3.01028917805973
C20orf202,0,1,0,0,14,2,0,0,0,17,16,16,3.01028917805973
C3orf55,1,0,0,0,14,1,0,1,0,17,16,16,3.01028917805973
C6orf223,0,0,0,0,15,1,0,1,0,17,16,16,3.01028917805973
C9orf57,0,0,1,0,15,0,0,0,1,17,16,16,3.01028917805973
CCDC12,0,0,0,0,15,0,0,2,0,17,16,16,3.01028917805973
CCL5,0,0,0,0,15,2,0,0,0,17,16,16,3.01028917805973
CDKN2B,0,0,0,0,17,0,0,0,0,17,16,16,3.01028917805973
CNIH4,0,0,0,0,12,4,0,1,0,17,16,16,3.01028917805973
CXCL13,0,0,0,0,15,1,0,1,0,17,16,16,3.01028917805973
DEFB104A,0,0,0,0,17,0,0,0,0,17,16,16,3.01028917805973
DGKK,0,0,0,0,0,0,0,17,0,17,16,16,3.01028917805973
DOC2B,0,0,0,0,16,1,0,0,0,17,16,16,3.01028917805973
FAM183A,0,0,0,0,16,0,1,0,0,17,16,16,3.01028917805973
FAM187A,0,0,0,0,17,0,0,0,0,17,16,16,3.01028917805973
FAM213B,0,0,0,0,17,0,0,0,0,17,16,16,3.01028917805973
FAM24B,3,2,0,0,10,2,0,0,0,17,16,16,3.01028917805973
GRAP,0,0,0,0,15,0,0,2,0,17,16,16,3.01028917805973
HINT1,0,0,0,0,14,2,0,1,0,17,16,16,3.01028917805973
HOPX,0,0,0,0,16,0,0,1,0,17,16,16,3.01028917805973
IFITM2,0,0,0,0,17,0,0,0,0,17,16,16,3.01028917805973
IGIP,0,0,0,0,17,0,0,0,0,17,16,16,3.01028917805973
LINC00696,0,1,0,0,12,4,0,0,0,17,16,16,3.01028917805973
LYRM5,1,0,0,0,13,2,0,0,1,17,16,16,3.01028917805973
MRPL49,2,0,0,0,14,1,0,0,0,17,16,16,3.01028917805973
MSMP,0,0,0,0,16,1,0,0,0,17,16,16,3.01028917805973
PFDN1,0,0,0,0,10,4,0,2,1,17,16,16,3.01028917805973
RASA4B,0,0,0,0,17,0,0,0,0,17,16,16,3.01028917805973
RNF7,0,0,0,0,14,1,0,2,0,17,16,16,3.01028917805973
RPL29,1,0,0,0,12,1,1,1,1,17,16,16,3.01028917805973
RPL32,0,0,0,0,15,2,0,0,0,17,16,16,3.01028917805973
SCGB2A2,0,0,1,0,12,3,0,1,0,17,16,16,3.01028917805973
SDF2L1,0,0,0,0,15,2,0,0,0,17,16,16,3.01028917805973
SPINK6,0,0,0,0,16,0,0,0,1,17,16,16,3.01028917805973
TAF12,1,0,0,0,12,4,0,0,0,17,16,16,3.01028917805973
TCTEX1D4,0,0,0,0,16,1,0,0,0,17,16,16,3.01028917805973
TFF1,1,1,0,0,14,1,0,0,0,17,16,16,3.01028917805973
UBE2QL1,0,0,0,0,17,0,0,0,0,17,16,16,3.01028917805973
VKORC1,0,0,0,0,17,0,0,0,0,17,16,16,3.01028917805973
WFDC11,1,0,0,0,14,2,0,0,0,17,16,16,3.01028917805973
ALG1L,0,0,0,0,18,1,0,0,0,19,19,19,2.99573227355399
AMH,3,1,0,0,14,1,0,0,0,19,19,19,2.99573227355399
ATP5H,3,0,0,0,16,0,0,0,0,19,19,19,2.99573227355399
C14orf180,2,1,0,0,15,1,0,0,0,19,19,19,2.99573227355399
C14orf182,1,0,0,0,14,3,0,1,0,19,19,19,2.99573227355399
C2ORF15,0,1,0,0,12,4,1,1,0,19,19,19,2.99573227355399
C3orf84,0,0,0,0,18,0,0,1,0,19,19,19,2.99573227355399
C5orf56,0,0,0,0,16,3,0,0,0,19,19,19,2.99573227355399
C8G,1,0,0,0,15,2,0,1,0,19,19,19,2.99573227355399
C9orf37,1,0,1,0,15,2,0,0,0,19,19,19,2.99573227355399
CAPS,0,0,1,0,16,1,0,1,0,19,19,19,2.99573227355399
CCDC163P,1,1,0,0,15,1,0,1,0,19,19,19,2.99573227355399
CCL4,0,0,0,0,17,0,0,0,2,19,19,19,2.99573227355399
CEND1,4,0,1,0,14,0,0,0,0,19,19,19,2.99573227355399
CENPV,1,0,0,0,17,1,0,0,0,19,19,19,2.99573227355399
CHCHD7,1,0,0,0,15,1,0,2,0,19,19,19,2.99573227355399
CMC4,1,0,0,0,13,2,0,3,0,19,19,19,2.99573227355399
CNEP1R1,0,0,0,0,17,0,0,2,0,19,19,19,2.99573227355399
COX20,1,0,1,0,15,0,1,1,0,19,19,19,2.99573227355399
COX7A2,1,1,0,0,13,3,0,1,0,19,19,19,2.99573227355399
EFNA2,0,0,0,0,18,1,0,0,0,19,19,19,2.99573227355399
EMC8,1,0,0,0,17,0,0,1,0,19,19,19,2.99573227355399
EXOSC1,0,0,0,0,16,0,0,3,0,19,19,19,2.99573227355399
FAM206A,2,1,0,0,13,2,0,1,0,19,19,19,2.99573227355399
GATAD1,1,0,0,0,18,0,0,0,0,19,19,19,2.99573227355399
GPR88,0,0,0,0,18,1,0,0,0,19,19,19,2.99573227355399
GSKIP,0,0,0,0,16,2,0,1,0,19,19,19,2.99573227355399
GSTM1,0,0,0,0,16,2,0,1,0,19,19,19,2.99573227355399
HAMP,0,0,1,1,10,4,0,3,0,19,19,19,2.99573227355399
HHLA3,0,0,0,0,15,4,0,0,0,19,19,19,2.99573227355399
HMGN3,1,0,0,0,16,2,0,0,0,19,19,19,2.99573227355399
IGLV5-37,1,0,0,0,17,1,0,0,0,19,19,19,2.99573227355399
IL11,1,1,0,0,16,1,0,0,0,19,19,19,2.99573227355399
IL18BP,1,2,1,0,14,0,0,1,0,19,19,19,2.99573227355399
IL9,0,0,0,0,17,0,0,2,0,19,19,19,2.99573227355399
KCNE1L,0,0,0,0,19,0,0,0,0,19,19,19,2.99573227355399
KRTAP23-1,1,0,1,0,15,2,0,0,0,19,19,19,2.99573227355399
KRTAP3-2,0,0,0,0,17,0,1,0,1,19,19,19,2.99573227355399
LEPROT,1,1,0,0,15,2,0,0,0,19,19,19,2.99573227355399
LLPH,1,1,0,0,15,2,0,0,0,19,19,19,2.99573227355399
LYRM4,0,0,0,0,13,5,1,0,0,19,19,19,2.99573227355399
MAGOH,3,0,0,0,14,0,0,2,0,19,19,19,2.99573227355399
MALL,0,0,0,0,17,1,0,1,0,19,19,19,2.99573227355399
MDK,0,1,0,0,18,0,0,0,0,19,19,19,2.99573227355399
MRFAP1,1,0,0,0,16,1,1,0,0,19,19,19,2.99573227355399
MRPL42,0,0,0,0,19,0,0,0,0,19,19,19,2.99573227355399
MRPS33,3,0,0,0,14,2,0,0,0,19,19,19,2.99573227355399
NAA50,2,0,0,0,16,1,0,0,0,19,19,19,2.99573227355399
NME1-NME2,1,0,0,0,15,3,0,0,0,19,19,19,2.99573227355399
NOL3,0,0,0,0,18,0,0,1,0,19,19,19,2.99573227355399
NUDCD2,1,0,0,0,16,0,0,2,0,19,19,19,2.99573227355399
OSTC,2,0,0,0,16,0,0,1,0,19,19,19,2.99573227355399
PBOV1,0,1,1,0,14,3,0,0,0,19,19,19,2.99573227355399
PIGH,0,0,0,0,16,2,0,1,0,19,19,19,2.99573227355399
PKIB,3,0,0,0,14,2,0,0,0,19,19,19,2.99573227355399
PKIG,0,0,0,0,18,1,0,0,0,19,19,19,2.99573227355399
PPP1R14D,0,0,0,0,17,2,0,0,0,19,19,19,2.99573227355399
PSMG3,0,0,0,0,19,0,0,0,0,19,19,19,2.99573227355399
PTRH2,0,1,0,0,16,2,0,0,0,19,19,19,2.99573227355399
RARRES2,1,0,0,0,14,3,0,1,0,19,19,19,2.99573227355399
RIMBP3B,4,0,0,0,14,1,0,0,0,19,19,19,2.99573227355399
SLURP1,0,0,0,0,18,1,0,0,0,19,19,19,2.99573227355399
SNRPE,0,1,0,0,16,0,0,2,0,19,19,19,2.99573227355399
TAL2,0,0,1,0,18,0,0,0,0,19,19,19,2.99573227355399
TGIF2LY,0,0,0,0,18,1,0,0,0,19,19,19,2.99573227355399
TMEM167A,0,0,0,0,15,2,0,1,1,19,19,19,2.99573227355399
TMEM200B,0,0,0,0,18,1,0,0,0,19,19,19,2.99573227355399
TMEM254,1,1,0,0,17,0,0,0,0,19,19,19,2.99573227355399
TMEM80,1,0,0,0,18,0,0,0,0,19,19,19,2.99573227355399
TNFRSF13C,0,0,1,0,17,1,0,0,0,19,19,19,2.99573227355399
TRAV36DV7,0,0,0,0,14,5,0,0,0,19,19,19,2.99573227355399
TRAV38-1,0,0,0,0,17,2,0,0,0,19,19,19,2.99573227355399
TRAV8-7,0,0,0,0,17,1,0,0,1,19,19,19,2.99573227355399
TXNRD3NB,1,0,0,0,16,2,0,0,0,19,19,19,2.99573227355399
VAMP3,0,0,0,2,14,3,0,0,0,19,19,19,2.99573227355399
VPS37D,0,0,0,0,18,1,0,0,0,19,19,19,2.99573227355399
WFDC2,0,0,2,0,16,0,0,1,0,19,19,19,2.99573227355399
C22orf46,0,0,0,0,14,0,0,0,0,14,12,12,2.99244091703846
C7orf69,0,0,0,0,13,0,0,1,0,14,12,12,2.99244091703846
C8orf59,2,0,0,0,11,1,0,0,0,14,12,12,2.99244091703846
CLDN3,0,0,0,0,14,0,0,0,0,14,12,12,2.99244091703846
IGHJ5,1,0,0,0,12,1,0,0,0,14,12,12,2.99244091703846
NRARP,0,0,0,0,13,1,0,0,0,14,12,12,2.99244091703846
POTEB,1,0,0,0,11,1,0,1,0,14,12,12,2.99244091703846
ZG16,1,1,0,0,10,1,0,1,0,14,12,12,2.99244091703846
ZNF705D,0,0,0,0,11,3,0,0,0,14,12,12,2.99244091703846
ANKRD65,0,0,1,0,15,0,0,0,0,16,15,15,2.9574279703891
APOC1,1,0,0,0,12,1,0,1,1,16,15,15,2.9574279703891
BHLHE23,0,0,0,0,16,0,0,0,0,16,15,15,2.9574279703891
BIVM,0,0,0,0,16,0,0,0,0,16,15,15,2.9574279703891
C19orf48,2,0,0,0,14,0,0,0,0,16,15,15,2.9574279703891
C2CD4A,0,0,0,0,15,1,0,0,0,16,15,15,2.9574279703891
CDK5R2,1,0,0,0,15,0,0,0,0,16,15,15,2.9574279703891
CRB3,0,0,0,0,16,0,0,0,0,16,15,15,2.9574279703891
FAM210B,1,2,0,0,10,2,0,1,0,16,15,15,2.9574279703891
FLYWCH2,0,0,1,0,14,1,0,0,0,16,15,15,2.9574279703891
ID2,0,0,0,0,15,0,0,1,0,16,15,15,2.9574279703891
LY6E,0,0,0,0,15,0,0,1,0,16,15,15,2.9574279703891
MTPN,1,1,0,0,13,0,0,1,0,16,15,15,2.9574279703891
MYCBP,0,0,1,0,11,1,1,2,0,16,15,15,2.9574279703891
NPFF,0,0,0,0,13,2,1,0,0,16,15,15,2.9574279703891
PTGES,1,0,2,0,13,0,0,0,0,16,15,15,2.9574279703891
PTMS,0,0,2,0,10,2,1,1,0,16,15,15,2.9574279703891
RBP7,0,0,0,0,13,3,0,0,0,16,15,15,2.9574279703891
TEX12,0,0,0,0,12,3,0,0,1,16,15,15,2.9574279703891
TFF2,1,0,0,0,14,1,0,0,0,16,15,15,2.9574279703891
TMEM219,0,0,0,0,16,0,0,0,0,16,15,15,2.9574279703891
TRAV29DV5,0,0,1,0,13,2,0,0,0,16,15,15,2.9574279703891
VAMP8,1,0,0,0,13,2,0,0,0,16,15,15,2.9574279703891
ZNF720,2,0,1,0,10,2,0,1,0,16,15,15,2.9574279703891
ZNRF2,0,0,0,0,14,0,0,2,0,16,15,15,2.9574279703891
AAED1,0,0,0,0,14,2,1,1,0,18,18,18,2.94443897916644
AAMDC,1,0,0,0,14,2,0,1,0,18,18,18,2.94443897916644
C19orf33,0,0,1,1,16,0,0,0,0,18,18,18,2.94443897916644
C19orf73,1,0,0,0,15,2,0,0,0,18,18,18,2.94443897916644
C1orf53,0,0,0,0,17,0,0,1,0,18,18,18,2.94443897916644
C20orf166,1,0,0,0,15,2,0,0,0,18,18,18,2.94443897916644
C22orf15,0,0,0,0,18,0,0,0,0,18,18,18,2.94443897916644
C2orf50,0,0,0,0,17,0,0,1,0,18,18,18,2.94443897916644
CCL17,2,0,0,0,12,2,0,0,2,18,18,18,2.94443897916644
CLDN7,0,0,0,0,17,1,0,0,0,18,18,18,2.94443897916644
CMC1,1,2,0,0,11,3,0,1,0,18,18,18,2.94443897916644
COA1,1,1,0,0,15,0,0,1,0,18,18,18,2.94443897916644
COLCA1,0,1,0,0,17,0,0,0,0,18,18,18,2.94443897916644
COMTD1,2,0,0,0,15,1,0,0,0,18,18,18,2.94443897916644
COX7A1,1,0,2,0,15,0,0,0,0,18,18,18,2.94443897916644
COX8C,4,0,0,0,12,1,1,0,0,18,18,18,2.94443897916644
CYCS,0,0,0,0,17,0,0,1,0,18,18,18,2.94443897916644
DEFA5,0,0,0,0,16,1,1,0,0,18,18,18,2.94443897916644
DEFB128,0,1,0,0,14,3,0,0,0,18,18,18,2.94443897916644
EFHD2,1,0,1,0,15,1,0,0,0,18,18,18,2.94443897916644
ELOF1,2,0,0,0,13,1,0,2,0,18,18,18,2.94443897916644
FAM89A,0,0,0,0,17,1,0,0,0,18,18,18,2.94443897916644
FCER1G,0,0,0,0,13,2,1,1,1,18,18,18,2.94443897916644
FKBP1A,0,0,0,0,18,0,0,0,0,18,18,18,2.94443897916644
GABARAPL2,0,0,0,0,15,0,0,3,0,18,18,18,2.94443897916644
GADD45G,1,0,0,0,15,1,0,0,1,18,18,18,2.94443897916644
GATS,0,0,0,0,18,0,0,0,0,18,18,18,2.94443897916644
GFRA4,0,0,0,0,16,2,0,0,0,18,18,18,2.94443897916644
GNRH2,1,0,0,0,13,3,1,0,0,18,18,18,2.94443897916644
HDDC3,2,0,0,0,13,2,0,1,0,18,18,18,2.94443897916644
HINT3,1,1,0,0,14,0,2,0,0,18,18,18,2.94443897916644
ID3,1,0,0,0,14,1,0,2,0,18,18,18,2.94443897916644
IGHV4-4,0,0,0,0,16,1,0,0,1,18,18,18,2.94443897916644
IGKV1D-33,0,0,0,0,16,2,0,0,0,18,18,18,2.94443897916644
IGKV2D-28,0,0,0,0,18,0,0,0,0,18,18,18,2.94443897916644
IGLV1-36,0,0,0,0,16,2,0,0,0,18,18,18,2.94443897916644
IGLV5-52,0,0,0,0,18,0,0,0,0,18,18,18,2.94443897916644
ISCU,1,0,0,0,16,1,0,0,0,18,18,18,2.94443897916644
KCTD12,1,0,0,0,16,1,0,0,0,18,18,18,2.94443897916644
